comboId,docId,annotId,annotSet,annotType,annotSpan,subSpanType,linkId,linkSpan,subSpan,unit,unitEncoded,misc
S0019103512004009-2821_T4-5,S0019103512004009-2821,T4-5,5,MeasuredEntity,"[1658, 1672]",HasProperty,T3-5,"[1706, 1742]","[1658, 1742]",,,
S0019103512004009-2821_T5-5,S0019103512004009-2821,T5-5,5,Qualifier,"[1798, 1832]",Qualifies,T4-5,"[1658, 1672]","[1658, 1832]",,,
S0019103512004009-2821_T1-6,S0019103512004009-2821,T1-6,6,Quantity,"[1824, 1832]",,,,,AU,[22983],
S0019103512004009-2821_T4-6,S0019103512004009-2821,T4-6,6,MeasuredProperty,"[1798, 1820]",HasQuantity,T1-6,"[1824, 1832]","[1798, 1832]",,,
S0019103512004009-2821_T3-6,S0019103512004009-2821,T3-6,6,MeasuredEntity,"[1658, 1672]",HasProperty,T4-6,"[1798, 1820]","[1658, 1820]",,,
S0019103512004009-3488_T101-1,S0019103512004009-3488,T101-1,1,Quantity,"[181, 187]",,,,,mbar,"[6648, 271]",
S0019103512004009-3488_T91-1,S0019103512004009-3488,T91-1,1,MeasuredProperty,"[188, 193]",HasQuantity,T101-1,"[181, 187]","[181, 193]",,,
S0019103512004009-3488_T31-1,S0019103512004009-3488,T31-1,1,MeasuredEntity,"[109, 125]",HasProperty,T91-1,"[188, 193]","[109, 193]",,,
S0019103512004009-3488_T12-2,S0019103512004009-3488,T12-2,2,Quantity,"[550, 566]",,,,,K,[530],
S0019103512004009-3488_T52-2,S0019103512004009-3488,T52-2,2,MeasuredProperty,"[515, 526]",HasQuantity,T12-2,"[550, 566]","[515, 566]",,,
S0019103512004009-3488_T32-2,S0019103512004009-3488,T32-2,2,MeasuredEntity,"[109, 125]",HasProperty,T52-2,"[515, 526]","[109, 526]",,,
S0019103512004009-3488_T42-2,S0019103512004009-3488,T42-2,2,Qualifier,"[527, 536]",Qualifies,T12-2,"[550, 566]","[527, 566]",,,
S0019103512004009-3488_T62-2,S0019103512004009-3488,T62-2,2,Qualifier,"[567, 588]",Qualifies,T52-2,"[515, 526]","[515, 588]",,,
S0019103512004009-3488_T73-3,S0019103512004009-3488,T73-3,3,Quantity,"[576, 582]",,,,,μbar,"[47049, 4901]",
S0019103512004009-3488_T113-3,S0019103512004009-3488,T113-3,3,MeasuredProperty,"[583, 588]",HasQuantity,T73-3,"[576, 582]","[576, 588]",,,
S0019103512004009-3488_T33-3,S0019103512004009-3488,T33-3,3,MeasuredEntity,"[109, 125]",HasProperty,T113-3,"[583, 588]","[109, 588]",,,
S0019103512004009-3488_T24-4,S0019103512004009-3488,T24-4,4,Quantity,"[812, 818]",,,,,mbar,"[6648, 271]",
S0019103512004009-3488_T84-4,S0019103512004009-3488,T84-4,4,MeasuredProperty,"[819, 824]",HasQuantity,T24-4,"[812, 818]","[812, 824]",,,
S0019103512004009-3488_T34-4,S0019103512004009-3488,T34-4,4,MeasuredEntity,"[109, 125]",HasProperty,T84-4,"[819, 824]","[109, 824]",,,
S0019103512004009-3825_T11-1,S0019103512004009-3825,T11-1,1,Quantity,"[28, 31]",,,,,%,[207],
S0019103512004009-3825_T51-1,S0019103512004009-3825,T51-1,1,MeasuredProperty,"[2, 24]",HasQuantity,T11-1,"[28, 31]","[2, 31]",,,
S0019103512004009-3825_T141-1,S0019103512004009-3825,T141-1,1,MeasuredEntity,"[173, 217]",HasProperty,T51-1,"[2, 24]","[2, 217]",,,
S0019103512004009-3825_T22-2,S0019103512004009-3825,T22-2,2,Quantity,"[263, 271]",,,,,K,[530],
S0019103512004009-3825_T72-2,S0019103512004009-3825,T72-2,2,MeasuredProperty,"[223, 242]",HasQuantity,T22-2,"[263, 271]","[223, 271]",,,
S0019103512004009-3825_T82-2,S0019103512004009-3825,T82-2,2,MeasuredEntity,"[250, 259]",HasProperty,T72-2,"[223, 242]","[223, 259]",,,
S0019103512004009-3825_T123-3,S0019103512004009-3825,T123-3,3,Quantity,"[308, 318]",,,,,Rp,"[500, 642]",
S0019103512004009-3825_T113-3,S0019103512004009-3825,T113-3,3,MeasuredProperty,"[280, 296]",HasQuantity,T123-3,"[308, 318]","[280, 318]",,,
S0019103512004009-3825_T83-3,S0019103512004009-3825,T83-3,3,MeasuredEntity,"[250, 259]",HasProperty,T113-3,"[280, 296]","[250, 296]",,,
S0019103512004009-3825_T173-3,S0019103512004009-3825,T173-3,3,Qualifier,"[320, 332]",Qualifies,T123-3,"[308, 318]","[308, 332]",,,
S0019103512004009-3825_T164-4,S0019103512004009-3825,T164-4,4,Quantity,"[324, 332]",,,,,nbar,"[282, 4901]",
S0019103512004009-3825_T154-4,S0019103512004009-3825,T154-4,4,MeasuredEntity,"[320, 321]",HasQuantity,T164-4,"[324, 332]","[320, 332]",,,
S0019103512004009-3825_T105-5,S0019103512004009-3825,T105-5,5,Quantity,"[355, 363]",,,,,,,{'mods': ['IsRange']}
S0019103512004009-3825_T95-5,S0019103512004009-3825,T95-5,5,MeasuredProperty,"[338, 342]",HasQuantity,T105-5,"[355, 363]","[338, 363]",,,
S0019103512004009-3825_T85-5,S0019103512004009-3825,T85-5,5,MeasuredEntity,"[250, 259]",HasProperty,T95-5,"[338, 342]","[250, 342]",,,
S0019103512004009-3825_T46-6,S0019103512004009-3825,T46-6,6,Quantity,"[386, 422]",,,,,Rp,"[500, 642]",
S0019103512004009-3825_T136-6,S0019103512004009-3825,T136-6,6,MeasuredProperty,"[369, 373]",HasQuantity,T46-6,"[386, 422]","[369, 422]",,,
S0019103512004009-3825_T86-6,S0019103512004009-3825,T86-6,6,MeasuredEntity,"[250, 259]",HasProperty,T136-6,"[369, 373]","[250, 373]",,,
S0019103512004009-3825_T186-6,S0019103512004009-3825,T186-6,6,Qualifier,"[374, 385]",Qualifies,T136-6,"[369, 373]","[369, 385]",,,
S0019103512004009-3825_T37-7,S0019103512004009-3825,T37-7,7,Quantity,"[463, 483]",,,,,K,[530],
S0019103512004009-3825_T67-7,S0019103512004009-3825,T67-7,7,MeasuredProperty,"[431, 450]",HasQuantity,T37-7,"[463, 483]","[431, 483]",,,
S0019103512004009-3825_T87-7,S0019103512004009-3825,T87-7,7,MeasuredEntity,"[250, 259]",HasProperty,T67-7,"[431, 450]","[250, 450]",,,
S0019103512004009-3825_T208-8,S0019103512004009-3825,T208-8,8,Quantity,"[1000, 1001]",,,,,,,
S0019103512004009-3825_T198-8,S0019103512004009-3825,T198-8,8,MeasuredEntity,"[993, 997]",HasQuantity,T208-8,"[1000, 1001]","[993, 1001]",,,
S0019103512004009-3962_T11-1,S0019103512004009-3962,T11-1,1,Quantity,"[55, 61]",,,,,K,[530],
S0019103512004009-3962_T21-1,S0019103512004009-3962,T21-1,1,MeasuredProperty,"[35, 51]",HasQuantity,T11-1,"[55, 61]","[35, 61]",,,
S0019103512004009-3962_T41-1,S0019103512004009-3962,T41-1,1,MeasuredEntity,"[69, 94]",HasProperty,T21-1,"[35, 51]","[35, 94]",,,
S0019103512004009-3962_T51-1,S0019103512004009-3962,T51-1,1,Qualifier,"[95, 111]",Qualifies,T21-1,"[35, 51]","[35, 111]",,,
S0019103512004009-3962_T62-2,S0019103512004009-3962,T62-2,2,Quantity,"[105, 111]",,,,,μbar,"[47049, 4901]",
S0019103512004009-3962_T32-2,S0019103512004009-3962,T32-2,2,MeasuredEntity,"[100, 102]",HasQuantity,T62-2,"[105, 111]","[100, 111]",,,
S0019103512004009-3962_T73-3,S0019103512004009-3962,T73-3,3,Quantity,"[265, 268]",,,,,,,
S0019103512004009-3962_T84-4,S0019103512004009-3962,T84-4,4,Quantity,"[316, 326]",,,,,times,[14616],
S0019103512004009-3962_T94-4,S0019103512004009-3962,T94-4,4,MeasuredProperty,"[291, 299]",HasQuantity,T84-4,"[316, 326]","[291, 326]",,,
S0019103512004009-3962_T104-4,S0019103512004009-3962,T104-4,4,MeasuredEntity,"[303, 312]",HasProperty,T94-4,"[291, 299]","[291, 312]",,,
S0019103512004009-3962_T114-4,S0019103512004009-3962,T114-4,4,Qualifier,"[253, 268]",Qualifies,T94-4,"[291, 299]","[253, 299]",,,
S0019103512004009-3962_T174-4,S0019103512004009-3962,T174-4,4,Qualifier,"[327, 367]",Qualifies,T84-4,"[316, 326]","[316, 367]",,,
S0019103512004009-3962_T125-5,S0019103512004009-3962,T125-5,5,Quantity,"[518, 523]",,,,,,,
S0019103512004009-3962_T135-5,S0019103512004009-3962,T135-5,5,MeasuredProperty,"[485, 498]",HasQuantity,T125-5,"[518, 523]","[485, 523]",,,
S0019103512004009-3962_T145-5,S0019103512004009-3962,T145-5,5,MeasuredEntity,"[502, 510]",HasProperty,T135-5,"[485, 498]","[485, 510]",,,
S0019103512004009-3962_T185-5,S0019103512004009-3962,T185-5,5,Qualifier,"[524, 563]",Qualifies,T125-5,"[518, 523]","[518, 563]",,,
S0019103512004009-3976_T1-1,S0019103512004009-3976,T1-1,1,Quantity,"[104, 117]",,,,,,,{'mods': ['IsRange']}
S0019103512004009-3976_T2-1,S0019103512004009-3976,T2-1,1,MeasuredProperty,"[92, 96]",HasQuantity,T1-1,"[104, 117]","[92, 117]",,,
S0019103512004009-3976_T3-1,S0019103512004009-3976,T3-1,1,MeasuredEntity,"[27, 45]",HasProperty,T2-1,"[92, 96]","[27, 96]",,,
S0019103512004009-3976_T1-2,S0019103512004009-3976,T1-2,2,Quantity,"[184, 222]",,,,,km s−1,"[7203, 579, 47677, 134]",
S0019103512004009-3976_T2-2,S0019103512004009-3976,T2-2,2,MeasuredProperty,"[153, 161]",HasQuantity,T1-2,"[184, 222]","[153, 222]",,,
S0019103512004009-3976_T3-2,S0019103512004009-3976,T3-2,2,MeasuredEntity,"[169, 183]",HasProperty,T2-2,"[153, 161]","[153, 183]",,,
S0019103512004009-3976_T1-3,S0019103512004009-3976,T1-3,3,Quantity,"[319, 323]",,,,,×,[6230],
S0019103512004009-3976_T2-3,S0019103512004009-3976,T2-3,3,MeasuredEntity,"[324, 328]",HasQuantity,T1-3,"[319, 323]","[319, 328]",,,
S0019103512004009-3976_T1-4,S0019103512004009-3976,T1-4,4,Quantity,"[372, 381]",,,,,km s−1,"[7203, 579, 47677, 134]",
S0019103512004009-3976_T2-4,S0019103512004009-3976,T2-4,4,MeasuredProperty,"[333, 341]",HasQuantity,T1-4,"[372, 381]","[333, 381]",,,
S0019103512004009-3976_T3-4,S0019103512004009-3976,T3-4,4,MeasuredEntity,"[349, 363]",HasProperty,T2-4,"[333, 341]","[333, 363]",,,
S0019103512004009-3976_T1-5,S0019103512004009-3976,T1-5,5,Quantity,"[549, 552]",,,,,,,
S0019103512004009-3976_T2-5,S0019103512004009-3976,T2-5,5,MeasuredProperty,"[542, 546]",HasQuantity,T1-5,"[549, 552]","[542, 552]",,,
S0019103512004009-3976_T3-5,S0019103512004009-3976,T3-5,5,MeasuredEntity,"[501, 519]",HasProperty,T2-5,"[542, 546]","[501, 546]",,,
S0019103512004009-3976_T1-6,S0019103512004009-3976,T1-6,6,Quantity,"[636, 637]",,,,,,,
S0019103512004009-3976_T2-6,S0019103512004009-3976,T2-6,6,MeasuredEntity,"[629, 633]",HasQuantity,T1-6,"[636, 637]","[629, 637]",,,
S0019103512004009-3976_T1-7,S0019103512004009-3976,T1-7,7,Quantity,"[655, 658]",,,,,Rp,"[500, 642]",
S0019103512004009-3976_T2-7,S0019103512004009-3976,T2-7,7,MeasuredProperty,"[644, 651]",HasQuantity,T1-7,"[655, 658]","[644, 658]",,,
S0019103512004009-3976_T3-7,S0019103512004009-3976,T3-7,7,MeasuredEntity,"[557, 579]",HasProperty,T2-7,"[644, 651]","[557, 651]",,,
S0019103512004009-4007_T11-1,S0019103512004009-4007,T11-1,1,Quantity,"[776, 779]",,,,,%,[207],
S0019103512004009-4007_T21-1,S0019103512004009-4007,T21-1,1,MeasuredProperty,"[731, 772]",HasQuantity,T11-1,"[776, 779]","[731, 779]",,,
S0019103512004009-4007_T91-1,S0019103512004009-4007,T91-1,1,MeasuredEntity,"[712, 720]",HasProperty,T21-1,"[731, 772]","[712, 772]",,,
S0019103512004009-4007_T31-1,S0019103512004009-4007,T31-1,1,Qualifier,"[780, 823]",Qualifies,T21-1,"[731, 772]","[731, 823]",,,
S0019103512004009-4007_T42-2,S0019103512004009-4007,T42-2,2,Quantity,"[894, 899]",,,,,eV,"[242, 846]",
S0019103512004009-4007_T52-2,S0019103512004009-4007,T52-2,2,MeasuredEntity,"[900, 907]",HasQuantity,T42-2,"[894, 899]","[894, 907]",,,
S0019103512004009-4007_T62-2,S0019103512004009-4007,T62-2,2,Qualifier,"[908, 947]",Qualifies,T52-2,"[900, 907]","[900, 947]",,,
S0019103512004009-4007_T83-3,S0019103512004009-4007,T83-3,3,Quantity,"[944, 947]",,,,,,,
S0019103512004009-4007_T73-3,S0019103512004009-4007,T73-3,3,MeasuredEntity,"[914, 941]",HasQuantity,T83-3,"[944, 947]","[914, 947]",,,
S0019103512004009-4350_T1-1,S0019103512004009-4350,T1-1,1,Quantity,"[515, 522]",,,,,K,[530],
S0019103512004009-4350_T2-1,S0019103512004009-4350,T2-1,1,MeasuredProperty,"[466, 485]",HasQuantity,T1-1,"[515, 522]","[466, 522]",,,
S0019103512004009-4350_T3-1,S0019103512004009-4350,T3-1,1,MeasuredEntity,"[493, 501]",HasProperty,T2-1,"[466, 485]","[466, 501]",,,
S0019103512004009-4350_T4-1,S0019103512004009-4350,T4-1,1,Qualifier,"[505, 514]",Qualifies,T2-1,"[466, 485]","[466, 514]",,,
S0019103512004009-4350_T6-1,S0019103512004009-4350,T6-1,1,Qualifier,"[436, 460]",Qualifies,T3-1,"[493, 501]","[436, 501]",,,
S0019103512004009-4350_T1-2,S0019103512004009-4350,T1-2,2,Quantity,"[571, 582]",,,,,K,[530],
S0019103512004009-4350_T7-2,S0019103512004009-4350,T7-2,2,MeasuredProperty,"[466, 485]",HasQuantity,T1-2,"[571, 582]","[466, 582]",,,
S0019103512004009-4350_T2-2,S0019103512004009-4350,T2-2,2,MeasuredEntity,"[549, 557]",HasProperty,T7-2,"[466, 485]","[466, 557]",,,
S0019103512004009-4350_T3-2,S0019103512004009-4350,T3-2,2,Qualifier,"[530, 544]",Qualifies,T2-2,"[549, 557]","[530, 557]",,,
S0019103512004009-4350_T4-2,S0019103512004009-4350,T4-2,2,Qualifier,"[561, 570]",Qualifies,T1-2,"[571, 582]","[561, 582]",,,
S0019103512004009-4350_T5-2,S0019103512004009-4350,T5-2,2,Qualifier,"[436, 460]",Qualifies,T7-2,"[466, 485]","[436, 485]",,,
S0019103512004009-4492_T81-1,S0019103512004009-4492,T81-1,1,Quantity,"[266, 271]",,,,,Rp,"[500, 642]",
S0019103512004009-4492_T101-1,S0019103512004009-4492,T101-1,1,MeasuredProperty,"[255, 265]",HasQuantity,T81-1,"[266, 271]","[255, 271]",,,
S0019103512004009-4492_T91-1,S0019103512004009-4492,T91-1,1,MeasuredEntity,"[243, 251]",HasProperty,T101-1,"[255, 265]","[243, 265]",,,
S0019103512004009-4492_T12-2,S0019103512004009-4492,T12-2,2,Quantity,"[286, 296]",,,,,km s−1,"[7203, 579, 47677, 134]",
S0019103512004009-4492_T112-2,S0019103512004009-4492,T112-2,2,MeasuredEntity,"[278, 283]",HasQuantity,T12-2,"[286, 296]","[278, 296]",,,
S0019103512004009-4492_T33-3,S0019103512004009-4492,T33-3,3,Quantity,"[366, 386]",,,,,K,[530],
S0019103512004009-4492_T43-3,S0019103512004009-4492,T43-3,3,MeasuredProperty,"[302, 329]",HasQuantity,T33-3,"[366, 386]","[302, 386]",,,
S0019103512004009-4492_T53-3,S0019103512004009-4492,T53-3,3,MeasuredEntity,"[337, 345]",HasProperty,T43-3,"[302, 329]","[302, 345]",,,
S0019103512004009-4492_T24-4,S0019103512004009-4492,T24-4,4,Quantity,"[416, 422]",,,,,K,[530],
S0019103512004009-4492_T1-4,S0019103512004009-4492,T1-4,4,MeasuredProperty,"[411, 413]",HasQuantity,T24-4,"[416, 422]","[411, 422]",,,
S0019103512004009-4492_T2-4,S0019103512004009-4492,T2-4,4,MeasuredEntity,"[337, 345]",HasProperty,T1-4,"[411, 413]","[337, 413]",,,
S0019103512004009-4492_T1-5,S0019103512004009-4492,T1-5,5,Quantity,"[439, 443]",,,,,,,{'mods': ['IsApproximate']}
S0019103512004009-4492_T2-5,S0019103512004009-4492,T2-5,5,MeasuredProperty,"[436, 438]",HasQuantity,T1-5,"[439, 443]","[436, 443]",,,
S0019103512004009-4492_T3-5,S0019103512004009-4492,T3-5,5,MeasuredEntity,"[337, 345]",HasProperty,T2-5,"[436, 438]","[337, 438]",,,
S0019103512004009-4492_T65-6,S0019103512004009-4492,T65-6,6,Quantity,"[657, 662]",,,,,mH,"[119, 725]",
S0019103512004009-4492_T75-6,S0019103512004009-4492,T75-6,6,MeasuredEntity,"[630, 649]",HasQuantity,T65-6,"[657, 662]","[630, 662]",,,
S0019103512004009-5019_T41-1,S0019103512004009-5019,T41-1,1,Quantity,"[310, 317]",,,,,nbar,"[282, 4901]",
S0019103512004009-5019_T31-1,S0019103512004009-5019,T31-1,1,MeasuredProperty,"[292, 306]",HasQuantity,T41-1,"[310, 317]","[292, 317]",,,
S0019103512004009-5019_T51-1,S0019103512004009-5019,T51-1,1,MeasuredEntity,"[255, 260]",HasProperty,T31-1,"[292, 306]","[255, 306]",,,
S0019103512004009-5019_T12-2,S0019103512004009-5019,T12-2,2,Quantity,"[340, 346]",,,,,K,[530],
S0019103512004009-5019_T22-2,S0019103512004009-5019,T22-2,2,MeasuredProperty,"[325, 336]",HasQuantity,T12-2,"[340, 346]","[325, 346]",,,
S0019103512004009-5019_T52-2,S0019103512004009-5019,T52-2,2,MeasuredEntity,"[255, 260]",HasProperty,T22-2,"[325, 336]","[255, 336]",,,
S0019103512004009-5019_T93-3,S0019103512004009-5019,T93-3,3,Quantity,"[680, 685]",,,,,eV,"[242, 846]",
S0019103512004009-5019_T83-3,S0019103512004009-5019,T83-3,3,MeasuredProperty,"[670, 676]",HasQuantity,T93-3,"[680, 685]","[670, 685]",,,
S0019103512004009-5019_T73-3,S0019103512004009-5019,T73-3,3,MeasuredEntity,"[656, 669]",HasProperty,T83-3,"[670, 676]","[656, 676]",,,
S0019103512004009-5019_T104-4,S0019103512004009-5019,T104-4,4,Quantity,"[710, 720]",,,,,W m−2,"[771, 475, 47677, 176]",
S0019103512004009-5019_T114-4,S0019103512004009-5019,T114-4,4,MeasuredEntity,"[694, 706]",HasQuantity,T104-4,"[710, 720]","[694, 720]",,,
S0019103512004009-5019_T64-4,S0019103512004009-5019,T64-4,4,Qualifier,"[721, 757]",Qualifies,T114-4,"[694, 706]","[694, 757]",,,
S0019103512004009-5033_T1-1,S0019103512004009-5033,T1-1,1,Quantity,"[45, 55]",,,,,Rp,"[500, 642]",
S0019103512004009-5033_T4-1,S0019103512004009-5033,T4-1,1,MeasuredProperty,"[9, 19]",HasQuantity,T1-1,"[45, 55]","[9, 55]",,,
S0019103512004009-5033_T3-1,S0019103512004009-5033,T3-1,1,MeasuredEntity,"[4, 8]",HasProperty,T4-1,"[9, 19]","[4, 19]",,,
S0019103512004009-5033_T5-1,S0019103512004009-5033,T5-1,1,Qualifier,"[27, 37]",Qualifies,T4-1,"[9, 19]","[9, 37]",,,
S0019103512004009-5033_T1-2,S0019103512004009-5033,T1-2,2,Quantity,"[174, 179]",,,,,Rp,"[500, 642]",
S0019103512004009-5033_T3-2,S0019103512004009-5033,T3-2,2,MeasuredProperty,"[147, 157]",HasQuantity,T1-2,"[174, 179]","[147, 179]",,,
S0019103512004009-5033_T2-2,S0019103512004009-5033,T2-2,2,MeasuredEntity,"[142, 146]",HasProperty,T3-2,"[147, 157]","[142, 157]",,,
S0019103512004009-5033_T4-2,S0019103512004009-5033,T4-2,2,Qualifier,"[158, 170]",Qualifies,T1-2,"[174, 179]","[158, 179]",,,
S0019103512004009-5033_T1-3,S0019103512004009-5033,T1-3,3,Quantity,"[380, 387]",,,,,nbar,"[282, 4901]",
S0019103512004009-5033_T3-3,S0019103512004009-5033,T3-3,3,MeasuredProperty,"[388, 393]",HasQuantity,T1-3,"[380, 387]","[380, 393]",,,
S0019103512004009-5033_T4-3,S0019103512004009-5033,T4-3,3,MeasuredEntity,"[401, 409]",HasProperty,T3-3,"[388, 393]","[388, 409]",,,
S0019103512004009-5033_T1-4,S0019103512004009-5033,T1-4,4,Quantity,"[413, 419]",,,,,K,[530],
S0019103512004009-5033_T4-4,S0019103512004009-5033,T4-4,4,MeasuredProperty,"[361, 372]",HasQuantity,T1-4,"[413, 419]","[361, 419]",,,
S0019103512004009-5033_T3-4,S0019103512004009-5033,T3-4,4,MeasuredEntity,"[401, 409]",HasProperty,T4-4,"[361, 372]","[361, 409]",,,
S0019103512004009-5033_T5-4,S0019103512004009-5033,T5-4,4,Qualifier,"[380, 393]",Qualifies,T3-4,"[401, 409]","[380, 409]",,,
S0019103512004009-5033_T1-5,S0019103512004009-5033,T1-5,5,Quantity,"[428, 435]",,,,,K,[530],
S0019103512004009-5033_T5-5,S0019103512004009-5033,T5-5,5,MeasuredProperty,"[361, 372]",HasQuantity,T1-5,"[428, 435]","[361, 435]",,,
S0019103512004009-5033_T4-5,S0019103512004009-5033,T4-5,5,MeasuredEntity,"[401, 409]",HasProperty,T5-5,"[361, 372]","[361, 409]",,,
S0019103512004009-5033_T3-5,S0019103512004009-5033,T3-5,5,Qualifier,"[424, 427]",Qualifies,T1-5,"[428, 435]","[424, 435]",,,
S0019103512004009-5033_T1-6,S0019103512004009-5033,T1-6,6,Quantity,"[549, 555]",,,,,μbar,"[47049, 4901]",
S0019103512004009-5033_T3-6,S0019103512004009-5033,T3-6,6,MeasuredProperty,"[544, 546]",HasQuantity,T1-6,"[549, 555]","[544, 555]",,,
S0019103512004009-5033_T2-6,S0019103512004009-5033,T2-6,6,MeasuredEntity,"[530, 540]",HasProperty,T3-6,"[544, 546]","[530, 546]",,,
S0019103512004009-5033_T1-7,S0019103512004009-5033,T1-7,7,Quantity,"[567, 573]",,,,,K,[530],
S0019103512004009-5033_T2-7,S0019103512004009-5033,T2-7,7,MeasuredProperty,"[562, 564]",HasQuantity,T1-7,"[567, 573]","[562, 573]",,,
S0019103512004009-5033_T3-7,S0019103512004009-5033,T3-7,7,MeasuredEntity,"[530, 540]",HasProperty,T2-7,"[562, 564]","[530, 564]",,,
S0019103512004009-5033_T1-8,S0019103512004009-5033,T1-8,8,Quantity,"[697, 702]",,,,,Rp,"[500, 642]",
S0019103512004009-5033_T3-8,S0019103512004009-5033,T3-8,8,MeasuredProperty,"[674, 684]",HasQuantity,T1-8,"[697, 702]","[674, 702]",,,
S0019103512004009-5033_T2-8,S0019103512004009-5033,T2-8,8,MeasuredEntity,"[669, 673]",HasProperty,T3-8,"[674, 684]","[669, 684]",,,
S0019103512004009-5033_T4-8,S0019103512004009-5033,T4-8,8,Qualifier,"[685, 693]",Qualifies,T3-8,"[674, 684]","[674, 693]",,,
S0019103512004009-5033_T1-9,S0019103512004009-5033,T1-9,9,Quantity,"[1026, 1030]",,,,,%,[207],
S0019103512004009-5033_T2-9,S0019103512004009-5033,T2-9,9,MeasuredEntity,"[986, 1009]",HasQuantity,T1-9,"[1026, 1030]","[986, 1030]",,,
S0019103512004009-5271_T1-1,S0019103512004009-5271,T1-1,1,Quantity,"[160, 171]",,,,,Rp,"[500, 642]",
S0019103512004009-5271_T4-1,S0019103512004009-5271,T4-1,1,MeasuredEntity,"[78, 149]",HasQuantity,T1-1,"[160, 171]","[78, 171]",,,
S0019103512004009-5271_T1-2,S0019103512004009-5271,T1-2,2,Quantity,"[294, 308]",,,,,kg s−1,"[9043, 579, 47677, 134]",
S0019103512004009-5271_T4-2,S0019103512004009-5271,T4-2,2,MeasuredProperty,"[282, 290]",HasQuantity,T1-2,"[294, 308]","[282, 308]",,,
S0019103512004009-5271_T3-2,S0019103512004009-5271,T3-2,2,MeasuredEntity,"[276, 280]",HasProperty,T4-2,"[282, 290]","[276, 290]",,,
S0019103512004009-5271_T1-3,S0019103512004009-5271,T1-3,3,Quantity,"[464, 473]",,,,,kgs-1,"[9043, 29, 12, 134]",
S0019103512004009-5271_T2-3,S0019103512004009-5271,T2-3,3,MeasuredProperty,"[462, 464]",HasQuantity,T1-3,"[464, 473]","[462, 473]",,,
S0019103512004009-5271_T4-3,S0019103512004009-5271,T4-3,3,MeasuredEntity,"[452, 458]",HasProperty,T2-3,"[462, 464]","[452, 464]",,,
S0019103512004009-5271_T3-3,S0019103512004009-5271,T3-3,3,Qualifier,"[430, 444]",Qualifies,T2-3,"[462, 464]","[430, 464]",,,
S0019103512004009-5271_T1-4,S0019103512004009-5271,T1-4,4,Quantity,"[643, 649]",,,,,,,"{'mods': ['IsRange', 'IsApproximate']}"
S0019103512004009-5271_T3-4,S0019103512004009-5271,T3-4,4,MeasuredProperty,"[628, 633]",HasQuantity,T1-4,"[643, 649]","[628, 649]",,,
S0019103512004009-5271_T2-4,S0019103512004009-5271,T2-4,4,MeasuredEntity,"[634, 642]",HasProperty,T3-4,"[628, 633]","[628, 642]",,,
S0019103512004009-5507_T21-1,S0019103512004009-5507,T21-1,1,Quantity,"[197, 208]",,,,,μbar,"[47049, 4901]",
S0019103512004009-5507_T41-1,S0019103512004009-5507,T41-1,1,MeasuredProperty,"[167, 171]",HasQuantity,T21-1,"[197, 208]","[167, 208]",,,
S0019103512004009-5507_T31-1,S0019103512004009-5507,T31-1,1,MeasuredEntity,"[179, 193]",HasProperty,T41-1,"[167, 171]","[167, 193]",,,
S0019103512004009-5507_T12-2,S0019103512004009-5507,T12-2,2,Quantity,"[257, 263]",,,,,K,[530],
S0019103512004009-5507_T52-2,S0019103512004009-5507,T52-2,2,MeasuredProperty,"[214, 230]",HasQuantity,T12-2,"[257, 263]","[214, 263]",,,
S0019103512004009-5507_T32-2,S0019103512004009-5507,T32-2,2,MeasuredEntity,"[179, 193]",HasProperty,T52-2,"[214, 230]","[179, 230]",,,
S0019103512004009-5507_T63-3,S0019103512004009-5507,T63-3,3,Quantity,"[302, 311]",,,,,Rp,"[500, 642]",
S0019103512004009-5507_T3-3,S0019103512004009-5507,T3-3,3,MeasuredProperty,"[287, 301]",HasQuantity,T63-3,"[302, 311]","[287, 311]",,,
S0019103512004009-5507_T2-3,S0019103512004009-5507,T2-3,3,MeasuredEntity,"[273, 283]",HasProperty,T3-3,"[287, 301]","[273, 301]",,,
S0019103513005058-1737_T11-1,S0019103513005058-1737,T11-1,1,Quantity,"[97, 105]",,,,,g cm−3,"[571, 25434, 47677, 246]",
